meter_id,date,daily_energy_wh
1619722_FD3_NK_EDMI_3_D,2016-01-19,17722
1619722_FD3_NK_EDMI_3_D,2016-01-20,16044
1619722_FD3_NK_EDMI_3_D,2016-01-21,18299
1619722_FD3_NK_EDMI_3_D,2016-01-22,14736
1619722_FD3_NK_EDMI_3_D,2016-01-23,14194
1619722_FD3_NK_EDMI_3_D,2016-01-24,16127
1619722_FD3_NK_EDMI_3_D,2016-01-25,18576
1619722_FD3_NK_EDMI_3_D,2016-01-26,14471
1619722_FD3_NK_EDMI_3_D,2016-01-27,14597
1619722_FD3_NK_EDMI_3_D,2016-01-28,16223
1619722_FD3_NK_EDMI_3_D,2016-01-29,13561
1619722_FD3_NK_EDMI_3_D,2016-01-30,14410
1619722_FD3_NK_EDMI_3_D,2016-01-31,29551
1619722_FD3_NK_EDMI_3_D,2016-02-01,15600
1619722_FD3_NK_EDMI_3_D,2016-02-02,14153
1619722_FD3_NK_EDMI_3_D,2016-02-03,15401
1619722_FD3_NK_EDMI_3_D,2016-02-04,17260
1619722_FD3_NK_EDMI_3_D,2016-02-05,20591
1619722_FD3_NK_EDMI_3_D,2016-02-06,14333
1619722_FD3_NK_EDMI_3_D,2016-02-07,18754
1619722_FD3_NK_EDMI_3_D,2016-02-08,23975
1619722_FD3_NK_EDMI_3_D,2016-02-09,16675
1619722_FD3_NK_EDMI_3_D,2016-02-10,327
1619722_FD3_NK_EDMI_3_D,2016-03-01,15049
1619722_FD3_NK_EDMI_3_D,2016-03-02,301
1619722_FD3_NK_EDMI_3_D,2016-03-03,18727
1619722_FD3_NK_EDMI_3_D,2016-03-04,323
1619722_FD3_NK_EDMI_3_D,2016-03-05,14965
1619722_FD3_NK_EDMI_3_D,2016-03-06,270
1619722_FD3_NK_EDMI_3_D,2016-03-20,17632
1619722_FD3_NK_EDMI_3_D,2016-03-21,235
1619722_FD3_NK_EDMI_3_D,2016-03-26,14388
1619722_FD3_NK_EDMI_3_D,2016-03-27,15402
1619722_FD3_NK_EDMI_3_D,2016-03-28,19930
1619722_FD3_NK_EDMI_3_D,2016-03-29,16010
1619722_FD3_NK_EDMI_3_D,2016-03-30,14894
1619722_FD3_NK_EDMI_3_D,2016-03-31,13008
1619722_FD3_NK_EDMI_3_D,2016-04-01,14569
1619722_FD3_NK_EDMI_3_D,2016-04-02,18542
1619722_FD3_NK_EDMI_3_D,2016-04-03,15419
1619722_FD3_NK_EDMI_3_D,2016-04-04,17030
1619722_FD3_NK_EDMI_3_D,2016-04-05,15326
1619722_FD3_NK_EDMI_3_D,2016-04-06,16598
1619722_FD3_NK_EDMI_3_D,2016-04-07,15736
1619722_FD3_NK_EDMI_3_D,2016-04-08,18342
1619722_FD3_NK_EDMI_3_D,2016-04-09,19391
1619722_FD3_NK_EDMI_3_D,2016-04-10,19859
1619722_FD3_NK_EDMI_3_D,2016-04-11,15182
1619722_FD3_NK_EDMI_3_D,2016-04-12,13908
1619722_FD3_NK_EDMI_3_D,2016-04-13,26229
1619722_FD3_NK_EDMI_3_D,2016-04-14,13659
1619722_FD3_NK_EDMI_3_D,2016-04-15,12502
1619722_FD3_NK_EDMI_3_D,2016-04-16,23612
1619722_FD3_NK_EDMI_3_D,2016-04-17,13256
1619722_FD3_NK_EDMI_3_D,2016-04-18,15301
1619722_FD3_NK_EDMI_3_D,2016-04-19,17269
1619722_FD3_NK_EDMI_3_D,2016-04-20,13687
1619722_FD3_NK_EDMI_3_D,2016-04-21,10294
1619722_FD3_NK_EDMI_3_D,2016-04-22,14222
1619722_FD3_NK_EDMI_3_D,2016-04-23,26084
1619722_FD3_NK_EDMI_3_D,2016-04-24,14563
1619722_FD3_NK_EDMI_3_D,2016-04-25,19154
1619722_FD3_NK_EDMI_3_D,2016-04-26,19010
1619722_FD3_NK_EDMI_3_D,2016-04-27,14261
1619722_FD3_NK_EDMI_3_D,2016-04-28,15519
1619722_FD3_NK_EDMI_3_D,2016-04-29,18749
1619722_FD3_NK_EDMI_3_D,2016-04-30,18533
1619722_FD3_NK_EDMI_3_D,2016-05-01,18826
1619722_FD3_NK_EDMI_3_D,2016-05-02,14829
1619722_FD3_NK_EDMI_3_D,2016-05-03,16192
1619722_FD3_NK_EDMI_3_D,2016-05-04,11877
1619722_FD3_NK_EDMI_3_D,2016-05-05,8807
1619722_FD3_NK_EDMI_3_D,2016-05-06,16594
1619722_FD3_NK_EDMI_3_D,2016-05-07,13218
1619722_FD3_NK_EDMI_3_D,2016-05-08,12371
1619722_FD3_NK_EDMI_3_D,2016-05-09,8792
1619722_FD3_NK_EDMI_3_D,2016-05-10,11586
1619722_FD3_NK_EDMI_3_D,2016-05-11,14409
1619722_FD3_NK_EDMI_3_D,2016-05-12,5914
1619722_FD3_NK_EDMI_3_D,2016-05-13,6504
1619722_FD3_NK_EDMI_3_D,2016-05-14,10772
1619722_FD3_NK_EDMI_3_D,2016-05-15,6093
1619722_FD3_NK_EDMI_3_D,2016-05-16,5873
1619722_FD3_NK_EDMI_3_D,2016-05-17,8994
1619722_FD3_NK_EDMI_3_D,2016-05-18,13309
1619722_FD3_NK_EDMI_3_D,2016-05-19,9492
1619722_FD3_NK_EDMI_3_D,2016-05-20,11194
1619722_FD3_NK_EDMI_3_D,2016-05-21,17361
1619722_FD3_NK_EDMI_3_D,2016-05-22,17592
1619722_FD3_NK_EDMI_3_D,2016-05-23,11707
1619722_FD3_NK_EDMI_3_D,2016-05-24,10069
1619722_FD3_NK_EDMI_3_D,2016-05-25,8952
1619722_FD3_NK_EDMI_3_D,2016-05-26,15705
1619722_FD3_NK_EDMI_3_D,2016-05-27,8383
1619722_FD3_NK_EDMI_3_D,2016-05-28,11441
1619722_FD3_NK_EDMI_3_D,2016-05-29,9328
1619722_FD3_NK_EDMI_3_D,2016-05-30,12425
1619722_FD3_NK_EDMI_3_D,2016-05-31,9509
1619722_FD3_NK_EDMI_3_D,2016-06-01,10095
1619722_FD3_NK_EDMI_3_D,2016-06-02,11561
1619722_FD3_NK_EDMI_3_D,2016-06-03,10507
1619722_FD3_NK_EDMI_3_D,2016-06-04,10490
1619722_FD3_NK_EDMI_3_D,2016-06-05,18956
1619722_FD3_NK_EDMI_3_D,2016-06-06,18088
1619722_FD3_NK_EDMI_3_D,2016-06-07,10944
1619722_FD3_NK_EDMI_3_D,2016-06-08,9952
1619722_FD3_NK_EDMI_3_D,2016-06-09,9037
1619722_FD3_NK_EDMI_3_D,2016-06-10,13890
1619722_FD3_NK_EDMI_3_D,2016-06-11,11730
1619722_FD3_NK_EDMI_3_D,2016-06-12,14262
1619722_FD3_NK_EDMI_3_D,2016-06-13,8106
1619722_FD3_NK_EDMI_3_D,2016-06-14,9123
1619722_FD3_NK_EDMI_3_D,2016-06-15,9653
1619722_FD3_NK_EDMI_3_D,2016-06-16,7846
1619722_FD3_NK_EDMI_3_D,2016-06-17,12432
1619722_FD3_NK_EDMI_3_D,2016-06-18,7205
1619722_FD3_NK_EDMI_3_D,2016-06-19,10050
1619722_FD3_NK_EDMI_3_D,2016-06-20,6408
1619722_FD3_NK_EDMI_3_D,2016-06-21,13992
1619722_FD3_NK_EDMI_3_D,2016-06-22,6882
1619722_FD3_NK_EDMI_3_D,2016-06-23,17841
1619722_FD3_NK_EDMI_3_D,2016-06-24,8037
1619722_FD3_NK_EDMI_3_D,2016-06-25,9635
1619722_FD3_NK_EDMI_3_D,2016-06-26,12900
1619722_FD3_NK_EDMI_3_D,2016-06-27,12612
1619722_FD3_NK_EDMI_3_D,2016-06-28,8461
1619722_FD3_NK_EDMI_3_D,2016-06-29,8595
1619722_FD3_NK_EDMI_3_D,2016-06-30,8745
1619722_FD3_NK_EDMI_3_D,2016-07-01,8233
1619722_FD3_NK_EDMI_3_D,2016-07-02,7747
1619722_FD3_NK_EDMI_3_D,2016-07-03,11844
1619722_FD3_NK_EDMI_3_D,2016-07-04,14078
1619722_FD3_NK_EDMI_3_D,2016-07-05,9453
1619722_FD3_NK_EDMI_3_D,2016-07-06,8248
1619722_FD3_NK_EDMI_3_D,2016-07-07,8417
1619722_FD3_NK_EDMI_3_D,2016-07-08,8024
1619722_FD3_NK_EDMI_3_D,2016-07-09,19642
1619722_FD3_NK_EDMI_3_D,2016-07-10,6902
1619722_FD3_NK_EDMI_3_D,2016-07-11,8295
1619722_FD3_NK_EDMI_3_D,2016-07-12,11726
1619722_FD3_NK_EDMI_3_D,2016-07-13,8267
1619722_FD3_NK_EDMI_3_D,2016-07-14,6869
1619722_FD3_NK_EDMI_3_D,2016-07-15,6774
1619722_FD3_NK_EDMI_3_D,2016-07-16,6209
1619722_FD3_NK_EDMI_3_D,2016-07-17,11198
1619722_FD3_NK_EDMI_3_D,2016-07-18,9142
1619722_FD3_NK_EDMI_3_D,2016-07-19,9575
1619722_FD3_NK_EDMI_3_D,2016-07-20,8162
1619722_FD3_NK_EDMI_3_D,2016-07-21,16528
1619722_FD3_NK_EDMI_3_D,2016-07-22,11417
1619722_FD3_NK_EDMI_3_D,2016-07-23,9129
1619722_FD3_NK_EDMI_3_D,2016-07-24,8672
1619722_FD3_NK_EDMI_3_D,2016-07-25,6961
1619722_FD3_NK_EDMI_3_D,2016-07-26,7324
1619722_FD3_NK_EDMI_3_D,2016-07-27,8309
1619722_FD3_NK_EDMI_3_D,2016-07-28,15844
1619722_FD3_NK_EDMI_3_D,2016-07-29,10235
1619722_FD3_NK_EDMI_3_D,2016-07-30,20210
1619722_FD3_NK_EDMI_3_D,2016-07-31,11863
1619722_FD3_NK_EDMI_3_D,2016-08-01,8838
1619722_FD3_NK_EDMI_3_D,2016-08-02,8515
1619722_FD3_NK_EDMI_3_D,2016-08-03,10895
1619722_FD3_NK_EDMI_3_D,2016-08-04,7877
1619722_FD3_NK_EDMI_3_D,2016-08-05,9684
1619722_FD3_NK_EDMI_3_D,2016-08-06,9660
1619722_FD3_NK_EDMI_3_D,2016-08-07,8774
1619722_FD3_NK_EDMI_3_D,2016-08-08,7755
1619722_FD3_NK_EDMI_3_D,2016-08-09,7806
1619722_FD3_NK_EDMI_3_D,2016-08-10,6424
1619722_FD3_NK_EDMI_3_D,2016-08-11,6238
1619722_FD3_NK_EDMI_3_D,2016-08-12,5875
1619722_FD3_NK_EDMI_3_D,2016-08-13,5927
1619722_FD3_NK_EDMI_3_D,2016-08-14,5324
1619722_FD3_NK_EDMI_3_D,2016-08-15,9162
1619722_FD3_NK_EDMI_3_D,2016-08-16,11427
1619722_FD3_NK_EDMI_3_D,2016-08-17,8120
1619722_FD3_NK_EDMI_3_D,2016-08-18,7924
1619722_FD3_NK_EDMI_3_D,2016-08-19,14947
1619722_FD3_NK_EDMI_3_D,2016-08-20,5360
1619722_FD3_NK_EDMI_3_D,2016-08-21,6607
1619722_FD3_NK_EDMI_3_D,2016-08-22,6727
1619722_FD3_NK_EDMI_3_D,2016-08-23,8015
1619722_FD3_NK_EDMI_3_D,2016-08-24,12739
1619722_FD3_NK_EDMI_3_D,2016-08-25,11878
1619722_FD3_NK_EDMI_3_D,2016-08-26,9230
1619722_FD3_NK_EDMI_3_D,2016-08-27,12042
1619722_FD3_NK_EDMI_3_D,2016-08-28,11705
1619722_FD3_NK_EDMI_3_D,2016-08-29,8493
1619722_FD3_NK_EDMI_3_D,2016-08-30,10720
1619722_FD3_NK_EDMI_3_D,2016-08-31,5189
1619722_FD3_NK_EDMI_3_D,2016-09-01,4304
1619722_FD3_NK_EDMI_3_D,2016-09-02,7090
1619722_FD3_NK_EDMI_3_D,2016-09-03,6390
1619722_FD3_NK_EDMI_3_D,2016-09-04,5454
1619722_FD3_NK_EDMI_3_D,2016-09-05,4281
1619722_FD3_NK_EDMI_3_D,2016-09-06,13393
1619722_FD3_NK_EDMI_3_D,2016-09-07,304
1621554_FD4_NK_EDMI_4_D,2013-02-27,15869
1621554_FD4_NK_EDMI_4_D,2013-02-28,17967
1621554_FD4_NK_EDMI_4_D,2013-03-01,19799
1621554_FD4_NK_EDMI_4_D,2013-03-02,16899
1621554_FD4_NK_EDMI_4_D,2013-03-03,15931
1621554_FD4_NK_EDMI_4_D,2013-03-04,18839
1621554_FD4_NK_EDMI_4_D,2013-03-05,16323
1621554_FD4_NK_EDMI_4_D,2013-03-06,10006
1621554_FD4_NK_EDMI_4_D,2013-03-07,14421
1621554_FD4_NK_EDMI_4_D,2013-03-08,13826
1621554_FD4_NK_EDMI_4_D,2013-03-09,17912
1621554_FD4_NK_EDMI_4_D,2013-03-10,14287
1621554_FD4_NK_EDMI_4_D,2013-03-11,19268
1621554_FD4_NK_EDMI_4_D,2013-03-12,16685
1621554_FD4_NK_EDMI_4_D,2013-03-13,18806
1621554_FD4_NK_EDMI_4_D,2013-03-14,16093
1621554_FD4_NK_EDMI_4_D,2013-03-15,17483
1621554_FD4_NK_EDMI_4_D,2013-03-16,18085
1621554_FD4_NK_EDMI_4_D,2013-03-17,18875
1621554_FD4_NK_EDMI_4_D,2013-03-18,16889
1621554_FD4_NK_EDMI_4_D,2013-03-19,14657
1621554_FD4_NK_EDMI_4_D,2013-03-20,14867
1621554_FD4_NK_EDMI_4_D,2013-03-21,16707
1621554_FD4_NK_EDMI_4_D,2013-03-22,17241
1621554_FD4_NK_EDMI_4_D,2013-03-23,15107
1621554_FD4_NK_EDMI_4_D,2013-03-24,19490
1621554_FD4_NK_EDMI_4_D,2013-03-25,17779
1621554_FD4_NK_EDMI_4_D,2013-03-26,15039
1621554_FD4_NK_EDMI_4_D,2013-03-27,14294
1621554_FD4_NK_EDMI_4_D,2013-03-28,15643
1621554_FD4_NK_EDMI_4_D,2013-03-29,19029
1621554_FD4_NK_EDMI_4_D,2013-03-30,15927
1621554_FD4_NK_EDMI_4_D,2013-03-31,16123
1621554_FD4_NK_EDMI_4_D,2013-04-01,21390
1621554_FD4_NK_EDMI_4_D,2013-04-02,14537
1621554_FD4_NK_EDMI_4_D,2013-04-03,16257
1621554_FD4_NK_EDMI_4_D,2013-04-04,16943
1621554_FD4_NK_EDMI_4_D,2013-04-05,15050
1621554_FD4_NK_EDMI_4_D,2013-04-06,15439
1621554_FD4_NK_EDMI_4_D,2013-04-07,18218
1621554_FD4_NK_EDMI_4_D,2013-04-08,16244
1621554_FD4_NK_EDMI_4_D,2013-04-09,15345
1621554_FD4_NK_EDMI_4_D,2013-04-10,18661
1621554_FD4_NK_EDMI_4_D,2013-04-11,17361
1621554_FD4_NK_EDMI_4_D,2013-04-12,15111
1621554_FD4_NK_EDMI_4_D,2013-04-13,15528
1621554_FD4_NK_EDMI_4_D,2013-04-14,17416
1621554_FD4_NK_EDMI_4_D,2013-04-15,14932
1621554_FD4_NK_EDMI_4_D,2013-04-16,13180
1621554_FD4_NK_EDMI_4_D,2013-04-17,15269
1621554_FD4_NK_EDMI_4_D,2013-04-18,13309
1621554_FD4_NK_EDMI_4_D,2013-04-19,15242
1621554_FD4_NK_EDMI_4_D,2013-04-20,14602
1621554_FD4_NK_EDMI_4_D,2013-04-21,14530
1621554_FD4_NK_EDMI_4_D,2013-04-22,15921
1621554_FD4_NK_EDMI_4_D,2013-04-23,17406
1621554_FD4_NK_EDMI_4_D,2013-04-24,15856
1621554_FD4_NK_EDMI_4_D,2013-04-25,14622
1621554_FD4_NK_EDMI_4_D,2013-04-26,16976
1621554_FD4_NK_EDMI_4_D,2013-04-27,16075
1621554_FD4_NK_EDMI_4_D,2013-04-28,16998
1621554_FD4_NK_EDMI_4_D,2013-04-29,16181
1621554_FD4_NK_EDMI_4_D,2013-04-30,14223
1621554_FD4_NK_EDMI_4_D,2013-05-01,14723
1621554_FD4_NK_EDMI_4_D,2013-05-02,15988
1621554_FD4_NK_EDMI_4_D,2013-05-03,15324
1621554_FD4_NK_EDMI_4_D,2013-05-04,16437
1621554_FD4_NK_EDMI_4_D,2013-05-05,14748
1621554_FD4_NK_EDMI_4_D,2013-05-06,16610
1621554_FD4_NK_EDMI_4_D,2013-05-07,14609
1621554_FD4_NK_EDMI_4_D,2013-05-08,15117
1621554_FD4_NK_EDMI_4_D,2013-05-09,13331
1621554_FD4_NK_EDMI_4_D,2013-05-10,15949
1621554_FD4_NK_EDMI_4_D,2013-05-11,15725
1621554_FD4_NK_EDMI_4_D,2013-05-12,15716
1621554_FD4_NK_EDMI_4_D,2013-05-13,15335
1621554_FD4_NK_EDMI_4_D,2013-05-14,15222
1621554_FD4_NK_EDMI_4_D,2013-05-15,17559
1621554_FD4_NK_EDMI_4_D,2013-05-16,17114
1621554_FD4_NK_EDMI_4_D,2013-05-17,15164
1621554_FD4_NK_EDMI_4_D,2013-05-18,17783
1621554_FD4_NK_EDMI_4_D,2013-05-19,16676
1621554_FD4_NK_EDMI_4_D,2013-05-20,13482
1621554_FD4_NK_EDMI_4_D,2013-05-21,15584
1621554_FD4_NK_EDMI_4_D,2013-05-22,17028
1621554_FD4_NK_EDMI_4_D,2013-05-23,16281
1621554_FD4_NK_EDMI_4_D,2013-05-24,19247
1621554_FD4_NK_EDMI_4_D,2013-05-25,18004
1621554_FD4_NK_EDMI_4_D,2013-05-26,17255
1621554_FD4_NK_EDMI_4_D,2013-05-27,18282
1621554_FD4_NK_EDMI_4_D,2013-05-28,12933
1621554_FD4_NK_EDMI_4_D,2013-05-29,15638
1621554_FD4_NK_EDMI_4_D,2013-05-30,15040
1621554_FD4_NK_EDMI_4_D,2013-05-31,15449
1621554_FD4_NK_EDMI_4_D,2013-06-01,16898
1621554_FD4_NK_EDMI_4_D,2013-06-02,16728
1621554_FD4_NK_EDMI_4_D,2013-06-03,14810
1621554_FD4_NK_EDMI_4_D,2013-06-04,15424
1621554_FD4_NK_EDMI_4_D,2013-06-05,13749
1621554_FD4_NK_EDMI_4_D,2013-06-06,16029
1621554_FD4_NK_EDMI_4_D,2013-06-07,14729
1621554_FD4_NK_EDMI_4_D,2013-06-08,13873
1621554_FD4_NK_EDMI_4_D,2013-06-09,18379
1621554_FD4_NK_EDMI_4_D,2013-06-10,15159
1621554_FD4_NK_EDMI_4_D,2013-06-11,12531
1621554_FD4_NK_EDMI_4_D,2013-06-12,11851
1621554_FD4_NK_EDMI_4_D,2013-06-13,14199
1621554_FD4_NK_EDMI_4_D,2013-06-14,15017
1621554_FD4_NK_EDMI_4_D,2013-06-15,16511
1621554_FD4_NK_EDMI_4_D,2013-06-16,15876
1621554_FD4_NK_EDMI_4_D,2013-06-17,14472
1621554_FD4_NK_EDMI_4_D,2013-06-18,16392
1621554_FD4_NK_EDMI_4_D,2013-06-19,17672
1621554_FD4_NK_EDMI_4_D,2013-06-20,15004
1621554_FD4_NK_EDMI_4_D,2013-06-21,15890
1621554_FD4_NK_EDMI_4_D,2013-06-22,17264
1621554_FD4_NK_EDMI_4_D,2013-06-23,17547
1621554_FD4_NK_EDMI_4_D,2013-06-24,15636
1621554_FD4_NK_EDMI_4_D,2013-06-25,15013
1621554_FD4_NK_EDMI_4_D,2013-06-26,16443
1621554_FD4_NK_EDMI_4_D,2013-06-27,12973
1621554_FD4_NK_EDMI_4_D,2013-06-28,15803
1621554_FD4_NK_EDMI_4_D,2013-06-29,17549
1621554_FD4_NK_EDMI_4_D,2013-06-30,19134
1621554_FD4_NK_EDMI_4_D,2013-07-01,17409
1621554_FD4_NK_EDMI_4_D,2013-07-02,14918
1621554_FD4_NK_EDMI_4_D,2013-07-03,18195
1621554_FD4_NK_EDMI_4_D,2013-07-04,15782
1621554_FD4_NK_EDMI_4_D,2013-07-05,17582
1621554_FD4_NK_EDMI_4_D,2013-07-06,15317
1621554_FD4_NK_EDMI_4_D,2013-07-07,21309
1621554_FD4_NK_EDMI_4_D,2013-07-08,15468
1621554_FD4_NK_EDMI_4_D,2013-07-09,16036
1621554_FD4_NK_EDMI_4_D,2013-07-10,14823
1621554_FD4_NK_EDMI_4_D,2013-07-11,16424
1621554_FD4_NK_EDMI_4_D,2013-07-12,15794
1621554_FD4_NK_EDMI_4_D,2013-07-13,20707
1621554_FD4_NK_EDMI_4_D,2013-07-14,16595
1621554_FD4_NK_EDMI_4_D,2013-07-15,13632
1621554_FD4_NK_EDMI_4_D,2013-07-16,16221
1621554_FD4_NK_EDMI_4_D,2013-07-17,14406
1621554_FD4_NK_EDMI_4_D,2013-07-18,17678
1621554_FD4_NK_EDMI_4_D,2013-07-19,17978
1621554_FD4_NK_EDMI_4_D,2013-07-20,21429
1621554_FD4_NK_EDMI_4_D,2013-07-21,18747
1621554_FD4_NK_EDMI_4_D,2013-07-22,14786
1621554_FD4_NK_EDMI_4_D,2013-07-23,16821
1621554_FD4_NK_EDMI_4_D,2013-07-24,16944
1621554_FD4_NK_EDMI_4_D,2013-07-25,15691
1621554_FD4_NK_EDMI_4_D,2013-07-26,15642
1621554_FD4_NK_EDMI_4_D,2013-07-27,16679
1621554_FD4_NK_EDMI_4_D,2013-07-28,17005
1621554_FD4_NK_EDMI_4_D,2013-07-29,12891
1621554_FD4_NK_EDMI_4_D,2013-07-30,14200
1621554_FD4_NK_EDMI_4_D,2013-07-31,14331
1621554_FD4_NK_EDMI_4_D,2013-08-01,14461
1621554_FD4_NK_EDMI_4_D,2013-08-02,14247
1621554_FD4_NK_EDMI_4_D,2013-08-03,14123
1621554_FD4_NK_EDMI_4_D,2013-08-04,18733
1621554_FD4_NK_EDMI_4_D,2013-08-05,14274
1621554_FD4_NK_EDMI_4_D,2013-08-06,13315
1621554_FD4_NK_EDMI_4_D,2013-08-07,13395
1621554_FD4_NK_EDMI_4_D,2013-08-08,14472
1621554_FD4_NK_EDMI_4_D,2013-08-09,14695
1621554_FD4_NK_EDMI_4_D,2013-08-10,15544
1621554_FD4_NK_EDMI_4_D,2013-08-11,15805
1621554_FD4_NK_EDMI_4_D,2013-08-12,14188
1621554_FD4_NK_EDMI_4_D,2013-08-13,12883
1621554_FD4_NK_EDMI_4_D,2013-08-14,13982
1621554_FD4_NK_EDMI_4_D,2013-08-15,14219
1621554_FD4_NK_EDMI_4_D,2013-08-16,14287
1621554_FD4_NK_EDMI_4_D,2013-08-17,16220
1621554_FD4_NK_EDMI_4_D,2013-08-18,16464
1621554_FD4_NK_EDMI_4_D,2013-08-19,14479
1621554_FD4_NK_EDMI_4_D,2013-08-20,14837
1621554_FD4_NK_EDMI_4_D,2013-08-21,13728
1621554_FD4_NK_EDMI_4_D,2013-08-22,13703
1621554_FD4_NK_EDMI_4_D,2013-08-23,15972
1621554_FD4_NK_EDMI_4_D,2013-08-24,15172
1621554_FD4_NK_EDMI_4_D,2013-08-25,15243
1621554_FD4_NK_EDMI_4_D,2013-08-26,15630
1621554_FD4_NK_EDMI_4_D,2013-08-27,13691
1621554_FD4_NK_EDMI_4_D,2013-08-28,14603
1621554_FD4_NK_EDMI_4_D,2013-08-29,14149
1621554_FD4_NK_EDMI_4_D,2013-08-30,16665
1621554_FD4_NK_EDMI_4_D,2013-08-31,17795
1621554_FD4_NK_EDMI_4_D,2013-09-01,20015
1621554_FD4_NK_EDMI_4_D,2013-09-02,16271
1621554_FD4_NK_EDMI_4_D,2013-09-03,15964
1621554_FD4_NK_EDMI_4_D,2013-09-04,17274
1621554_FD4_NK_EDMI_4_D,2013-09-05,18750
1621554_FD4_NK_EDMI_4_D,2013-09-06,19597
1621554_FD4_NK_EDMI_4_D,2013-09-07,15831
1621554_FD4_NK_EDMI_4_D,2013-09-08,18294
1621554_FD4_NK_EDMI_4_D,2013-09-09,12990
1621554_FD4_NK_EDMI_4_D,2013-09-10,13410
1621554_FD4_NK_EDMI_4_D,2013-09-11,12467
1621554_FD4_NK_EDMI_4_D,2013-09-12,12874
1621554_FD4_NK_EDMI_4_D,2013-09-13,13635
1621554_FD4_NK_EDMI_4_D,2013-09-14,17061
1621554_FD4_NK_EDMI_4_D,2013-09-15,17439
1621554_FD4_NK_EDMI_4_D,2013-09-16,12713
1621554_FD4_NK_EDMI_4_D,2013-09-17,12417
1621554_FD4_NK_EDMI_4_D,2013-09-18,11981
1621554_FD4_NK_EDMI_4_D,2013-09-19,13569
1621554_FD4_NK_EDMI_4_D,2013-09-20,12949
1621554_FD4_NK_EDMI_4_D,2013-09-21,14906
1621554_FD4_NK_EDMI_4_D,2013-09-22,16183
1621554_FD4_NK_EDMI_4_D,2013-09-23,14718
1621554_FD4_NK_EDMI_4_D,2013-09-24,12863
1621554_FD4_NK_EDMI_4_D,2013-09-25,15013
1621554_FD4_NK_EDMI_4_D,2013-09-26,14627
1621554_FD4_NK_EDMI_4_D,2013-09-27,13829
1621554_FD4_NK_EDMI_4_D,2013-09-28,16070
1621554_FD4_NK_EDMI_4_D,2013-09-29,16931
1621554_FD4_NK_EDMI_4_D,2013-09-30,14447
1621554_FD4_NK_EDMI_4_D,2013-10-01,13384
1621554_FD4_NK_EDMI_4_D,2013-10-02,13261
1621554_FD4_NK_EDMI_4_D,2013-10-03,14288
1621554_FD4_NK_EDMI_4_D,2013-10-04,14993
1621554_FD4_NK_EDMI_4_D,2013-10-05,15712
1621554_FD4_NK_EDMI_4_D,2013-10-06,16046
1621554_FD4_NK_EDMI_4_D,2013-10-07,14383
1621554_FD4_NK_EDMI_4_D,2013-10-08,13971
1621554_FD4_NK_EDMI_4_D,2013-10-09,14602
1621554_FD4_NK_EDMI_4_D,2013-10-10,14328
1621554_FD4_NK_EDMI_4_D,2013-10-11,15393
1621554_FD4_NK_EDMI_4_D,2013-10-12,13648
1621554_FD4_NK_EDMI_4_D,2013-10-13,18360
1621554_FD4_NK_EDMI_4_D,2013-10-14,14533
1621554_FD4_NK_EDMI_4_D,2013-10-15,14026
1621554_FD4_NK_EDMI_4_D,2013-10-16,12960
1621554_FD4_NK_EDMI_4_D,2013-10-17,13950
1621554_FD4_NK_EDMI_4_D,2013-10-18,14324
1621554_FD4_NK_EDMI_4_D,2013-10-19,17663
1621554_FD4_NK_EDMI_4_D,2013-10-20,15371
1621554_FD4_NK_EDMI_4_D,2013-10-21,13737
1621554_FD4_NK_EDMI_4_D,2013-10-22,14280
1621554_FD4_NK_EDMI_4_D,2013-10-23,14479
1621554_FD4_NK_EDMI_4_D,2013-10-24,13627
1621554_FD4_NK_EDMI_4_D,2013-10-25,16284
1621554_FD4_NK_EDMI_4_D,2013-10-26,17871
1621554_FD4_NK_EDMI_4_D,2013-10-27,16522
1621554_FD4_NK_EDMI_4_D,2013-10-28,13115
1621554_FD4_NK_EDMI_4_D,2013-10-29,13384
1621554_FD4_NK_EDMI_4_D,2013-10-30,15159
1621554_FD4_NK_EDMI_4_D,2013-10-31,13054
1621554_FD4_NK_EDMI_4_D,2013-11-01,13506
1621554_FD4_NK_EDMI_4_D,2013-11-02,17499
1621554_FD4_NK_EDMI_4_D,2013-11-03,16291
1621554_FD4_NK_EDMI_4_D,2013-11-04,13173
1621554_FD4_NK_EDMI_4_D,2013-11-05,15101
1621554_FD4_NK_EDMI_4_D,2013-11-06,14840
1621554_FD4_NK_EDMI_4_D,2013-11-07,12219
1621554_FD4_NK_EDMI_4_D,2013-11-08,12851
1621554_FD4_NK_EDMI_4_D,2013-11-09,15054
1621554_FD4_NK_EDMI_4_D,2013-11-10,14620
1621554_FD4_NK_EDMI_4_D,2013-11-11,13474
1621554_FD4_NK_EDMI_4_D,2013-11-12,11545
1621554_FD4_NK_EDMI_4_D,2013-11-13,11848
1621554_FD4_NK_EDMI_4_D,2013-11-14,11833
1621554_FD4_NK_EDMI_4_D,2013-11-15,15758
1621554_FD4_NK_EDMI_4_D,2013-11-16,11535
1621554_FD4_NK_EDMI_4_D,2013-11-17,14934
1621554_FD4_NK_EDMI_4_D,2013-11-18,12000
1621554_FD4_NK_EDMI_4_D,2013-11-19,11762
1621554_FD4_NK_EDMI_4_D,2013-11-20,12982
1621554_FD4_NK_EDMI_4_D,2013-11-21,12543
1621554_FD4_NK_EDMI_4_D,2013-11-22,11940
